"","year","aircraft","amount","engine_type","engine_number","type_list","engine_spec_record_count","takeoff_weight","speed","range","ceiling","climb_rate","thrust_weight_aircraft","engine","engine_company","thrust","pressure_ratio","engine_weight","thrust_weight_engine","intro_year","min_year","age"
"17",1950,"C-54",353,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,8
"18",1950,"C-64",2,"Radial",1,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,9
"19",1950,"C-74",10,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,1950,4
"20",1950,"C-82",155,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,1950,6
"21",1950,"C-97",39,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,1950,3
"22",1950,"CB-17",33,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,1950,12
"23",1950,"CB-25",47,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,9
"24",1950,"CB-26",1,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,9
"25",1950,"F-47",577,"Radial",1,"FighterAttack",1,17500,433,800,43000,3180,NA,NA,NA,NA,NA,NA,NA,1942,1950,8
"26",1950,"F-51",1006,"Radial",1,"FighterAttack",1,12100,NA,1650,41900,3200,NA,NA,NA,NA,NA,NA,NA,1942,1950,8
"27",1950,"F-80",886,"Turbojet",1,"FighterAttack",1,16856,580,1200,46800,4580,0.364,"J33-A-35","Allison",4600,4.1,1820,2.53,1945,1950,5
"28",1950,"F-82",174,"Turbojet",2,"FighterAttack",1,25591,580,2240,38900,3200,NA,NA,NA,NA,NA,NA,NA,1946,1950,4
"29",1950,"F-84",571,"Turbojet",1,"FighterAttack",1,23340,622,1485,43240,3765,0.31,"J35-A-29","Allison",7400,5,2930,2.53,1947,1950,3
"30",1950,"F-86",403,"Turbojet",1,"FighterAttack",1,18152,685,1525,49000,9000,0.42,"J47-GE-27","GE",6970,5.35,2554,2.73,1949,1950,1
"31",1950,"F-89",0,"Turbojet",2,"FighterAttack",1,42241,627,1600,45000,7440,0.29,"J35-A-35","Allison",7400,5,2930,2.53,1950,1951,0
"32",1950,"F-94",7,"Turbojet",1,"FighterAttack",1,24184,630,930,42750,7980,0.48,"J48-P-5","PW",7250,4.9,2080,3.49,1949,1950,1
"33",1950,"H-5",77,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,1950,5
"34",1950,"H/HH/UH-19",1,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1950,0
"35",1950,"H/UH-13",9,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,1950,4
"36",1950,"KB-29",84,"Radial",4,"Tanker",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,1950,2
"37",1950,"RB-17",13,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,1950,12
"38",1950,"RB-25",3,"Radial",2,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,9
"39",1950,"RB-26",22,"Radial",2,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,9
"40",1950,"RB-29",134,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,1950,6
"41",1950,"RB-36",2,"Turbojet",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,1950,1
"42",1950,"RB-50",13,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,1950,2
"43",1950,"RC-45",12,"Turbojet",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,1950,10
"44",1950,"RC-47",5,"Turbojet",6,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,9
"45",1950,"RC-54",2,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,8
"46",1950,"RF-51",15,"Radial",1,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,8
"47",1950,"RF-80",49,"Turbojet",1,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,1950,5
"48",1950,"T-11",403,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,1950,13
"49",1950,"T-28",4,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1950,0
"50",1950,"T-29",9,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1950,0
"51",1950,"T-33",135,"Turbojet",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,1950,2
"52",1950,"T-6",1802,"Turboprop",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,1950,14
"53",1950,"T-7",220,"Turboprop",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,1950,13
"54",1950,"TB-17",37,"Radial",4,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,1950,12
"55",1950,"TB-25",684,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,9
"56",1950,"TB-26",218,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,8
"57",1950,"TB-29",10,"Radial",4,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,8
"58",1950,"TC-46",285,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,1950,10
"59",1950,"TC-47",65,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,9
"60",1950,"TF-47",18,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,9
"61",1950,"TF-51",151,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,1950,10
"62",1950,"TF-80",69,"Turbojet",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,1950,5
"63",1950,"TH-5",1,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,1950,5
"64",1950,"TRF-51",6,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,8
"65",1950,"VB-17",33,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,1950,12
"66",1950,"VB-25",55,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,9
"67",1950,"VB-26",17,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,9
"68",1951,"B-17",32,"Radial",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,1950,13
"69",1951,"B-25",12,"Radial",2,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,10
"70",1951,"B-26",442,"Radial",2,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,10
"71",1951,"B-29",518,"Radial",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,1950,7
"72",1951,"B-36",47,"Mixed",NA,"Recon",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,1950,2
"73",1951,"B-45",60,"Turbojet",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,1950,3
"74",1951,"B-47",5,"Turbojet",6,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,0
"75",1951,"B-50",205,"Radial",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,1950,3
"76",1951,"C-117",15,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,9
"77",1951,"C-118",1,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,1950,4
"78",1951,"C-119",157,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,1950,4
"79",1951,"C-121",10,"Radial",4,"Recon, Transport",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1950,1
"80",1951,"C-122",8,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,0
"81",1951,"C-124",50,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1950,1
"82",1951,"C-129",2,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,0
"83",1951,"C-45",397,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,1950,14
"84",1951,"C-46",300,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,10
"85",1951,"C-47",1349,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,9
"86",1951,"C-53",2,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,9
"87",1951,"C-54",357,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,9
"88",1951,"C-64",0,"Radial",1,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,10
"89",1951,"C-74",11,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,1950,5
"90",1951,"C-82",145,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,1950,7
"91",1951,"C-97",50,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,1950,4
"92",1951,"CB-17",1,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,1950,13
"93",1951,"CB-25",23,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,10
"94",1951,"CB-26",1,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,10
"95",1951,"F-24",1,"Radial",1,"FighterAttack",1,10700,255,1115,25530,1700,NA,NA,NA,NA,NA,NA,NA,1951,1951,0
"96",1951,"F-47",417,"Radial",1,"FighterAttack",1,17500,433,800,43000,3180,NA,NA,NA,NA,NA,NA,NA,1942,1950,9
"97",1951,"F-51",1133,"Radial",1,"FighterAttack",1,12100,NA,1650,41900,3200,NA,NA,NA,NA,NA,NA,NA,1942,1950,9
"98",1951,"F-80",601,"Turbojet",1,"FighterAttack",1,16856,580,1200,46800,4580,0.364,"J33-A-35","Allison",4600,4.1,1820,2.53,1945,1950,6
"99",1951,"F-82",66,"Turbojet",2,"FighterAttack",1,25591,580,2240,38900,3200,NA,NA,NA,NA,NA,NA,NA,1946,1950,5
"100",1951,"F-84",952,"Turbojet",1,"FighterAttack",1,23340,622,1485,43240,3765,0.31,"J35-A-29","Allison",7400,5,2930,2.53,1947,1950,4
"101",1951,"F-86",423,"Turbojet",1,"FighterAttack",1,18152,685,1525,49000,9000,0.42,"J47-GE-27","GE",6970,5.35,2554,2.73,1949,1950,2
"102",1951,"F-89",15,"Turbojet",2,"FighterAttack",1,42241,627,1600,45000,7440,0.29,"J35-A-35","Allison",7400,5,2930,2.53,1950,1951,1
"103",1951,"F-94",220,"Turbojet",1,"FighterAttack",1,24184,630,930,42750,7980,0.48,"J48-P-5","PW",7250,4.9,2080,3.49,1949,1950,2
"104",1951,"H-18",2,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,0
"105",1951,"H-23",6,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,0
"106",1951,"H-24",1,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,0
"107",1951,"H-5",60,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,1950,6
"108",1951,"H/HH/UH-19",4,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1950,1
"109",1951,"H/UH-13",10,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,1950,5
"110",1951,"JD-1",1,"Radial",2,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,0
"111",1951,"KB-29",171,"Radial",4,"Tanker",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,1950,3
"112",1951,"KC-97",1,"Mixed",NA,"Tanker",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,0
"113",1951,"RB-17",12,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,1950,13
"114",1951,"RB-25",3,"Radial",2,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,10
"115",1951,"RB-26",51,"Radial",2,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,10
"116",1951,"RB-29",44,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,1950,7
"117",1951,"RB-36",40,"Turbojet",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,1950,2
"118",1951,"RB-45",29,"Turbojet",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,0
"119",1951,"RB-50",27,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,1950,3
"120",1951,"RC-45",8,"Turbojet",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,1950,11
"121",1951,"RC-47",5,"Turbojet",6,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,10
"122",1951,"RC-54",0,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,9
"123",1951,"RF-51",55,"Radial",1,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,9
"124",1951,"RF-80",75,"Turbojet",1,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,1950,6
"125",1951,"T-11",366,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,1950,14
"126",1951,"T-28",317,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1950,1
"127",1951,"T-29",25,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1950,1
"128",1951,"T-33",238,"Turbojet",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,1950,3
"129",1951,"T-34",1,"Turboprop",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,0
"130",1951,"T-35",3,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,0
"131",1951,"T-6",1688,"Turboprop",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,1950,15
"132",1951,"T-7",184,"Turboprop",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,1950,14
"133",1951,"TB-17",30,"Radial",4,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,1950,13
"134",1951,"TB-25",711,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,10
"135",1951,"TB-26",263,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,9
"136",1951,"TB-29",93,"Radial",4,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,9
"137",1951,"TB-50",10,"Radial",4,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,0
"138",1951,"TC-46",33,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,1950,11
"139",1951,"TC-47",54,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,10
"140",1951,"TF-47",158,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,10
"141",1951,"TF-51",125,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,1950,11
"142",1951,"TF-80",64,"Turbojet",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,1950,6
"143",1951,"TH-5",1,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,1950,6
"144",1951,"TRF-51",7,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,9
"145",1951,"VB-17",37,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,1950,13
"146",1951,"VB-25",34,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,10
"147",1951,"VB-26",4,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,10
"148",1951,"WB-29",81,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,0
"149",1952,"B-17",29,"Radial",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,1950,14
"150",1952,"B-25",8,"Radial",2,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,11
"151",1952,"B-26",433,"Radial",2,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,11
"152",1952,"B-29",680,"Radial",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,1950,8
"153",1952,"B-36",91,"Mixed",NA,"Recon",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,1950,3
"154",1952,"B-45",64,"Turbojet",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,1950,4
"155",1952,"B-47",72,"Turbojet",6,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,1
"156",1952,"B-50",245,"Radial",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,1950,4
"157",1952,"C-117",15,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,10
"158",1952,"C-118",1,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,1950,5
"159",1952,"C-119",274,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,1950,5
"160",1952,"C-121",10,"Radial",4,"Recon, Transport",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1950,2
"161",1952,"C-122",10,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,1
"162",1952,"C-124",122,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1950,2
"163",1952,"C-125",1,"Radial",3,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952,1952,0
"164",1952,"C-129",0,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,1
"165",1952,"C-45",416,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,1950,15
"166",1952,"C-46",267,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,11
"167",1952,"C-47",1309,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,10
"168",1952,"C-53",2,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,10
"169",1952,"C-54",339,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,1950,10
"170",1952,"C-64",0,"Radial",1,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,11
"171",1952,"C-74",11,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,1950,6
"172",1952,"C-82",126,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,1950,8
"173",1952,"C-97",62,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,1950,5
"174",1952,"CB-17",0,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,1950,14
"175",1952,"CB-25",22,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,11
"176",1952,"CB-26",0,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,1950,11
"177",1952,"F-24",0,"Radial",1,"FighterAttack",1,10700,255,1115,25530,1700,NA,NA,NA,NA,NA,NA,NA,1951,1951,1
"178",1952,"F-47",283,"Radial",1,"FighterAttack",1,17500,433,800,43000,3180,NA,NA,NA,NA,NA,NA,NA,1942,1950,10
"179",1952,"F-51",1109,"Radial",1,"FighterAttack",1,12100,NA,1650,41900,3200,NA,NA,NA,NA,NA,NA,NA,1942,1950,10
"180",1952,"F-80",593,"Turbojet",1,"FighterAttack",1,16856,580,1200,46800,4580,0.364,"J33-A-35","Allison",4600,4.1,1820,2.53,1945,1950,7
"181",1952,"F-82",15,"Turbojet",2,"FighterAttack",1,25591,580,2240,38900,3200,NA,NA,NA,NA,NA,NA,NA,1946,1950,6
"182",1952,"F-84",1210,"Turbojet",1,"FighterAttack",1,23340,622,1485,43240,3765,0.31,"J35-A-29","Allison",7400,5,2930,2.53,1947,1950,5
"183",1952,"F-86",630,"Turbojet",1,"FighterAttack",1,18152,685,1525,49000,9000,0.42,"J47-GE-27","GE",6970,5.35,2554,2.73,1949,1950,3
"184",1952,"F-89",66,"Turbojet",2,"FighterAttack",1,42241,627,1600,45000,7440,0.29,"J35-A-35","Allison",7400,5,2930,2.53,1950,1951,2
"185",1952,"F-94",387,"Turbojet",1,"FighterAttack",1,24184,630,930,42750,7980,0.48,"J48-P-5","PW",7250,4.9,2080,3.49,1949,1950,3
"186",1952,"H-12",5,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952,1952,0
"187",1952,"H-18",2,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1951,1
