"","year","aircraft","amount","engine_type","engine_number","type_list","engine_spec_record_count","takeoff_weight","speed","range","ceiling","climb_rate","thrust_weight_aircraft","engine","engine_company","thrust","pressure_ratio","engine_weight","thrust_weight_engine","intro_year","age","min_year"
"14",1950,"C-46",57,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,9,1950
"15",1950,"C-47",1324,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,8,1950
"16",1950,"C-53",2,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,8,1950
"17",1950,"C-54",353,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,8,1950
"18",1950,"C-64",2,"Radial",1,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,9,1950
"19",1950,"C-74",10,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,4,1950
"20",1950,"C-82",155,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,6,1950
"21",1950,"C-97",39,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,3,1950
"22",1950,"CB-17",33,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,12,1950
"23",1950,"CB-25",47,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,9,1950
"24",1950,"CB-26",1,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,9,1950
"25",1950,"F-47",577,"Radial",1,"FighterAttack",1,17500,433,800,43000,3180,NA,NA,NA,NA,NA,NA,NA,1942,8,1950
"26",1950,"F-51",1006,"Radial",1,"FighterAttack",1,12100,NA,1650,41900,3200,NA,NA,NA,NA,NA,NA,NA,1942,8,1950
"27",1950,"F-80",886,"Turbojet",1,"FighterAttack",1,16856,580,1200,46800,4580,0.364,"J33-A-35","Allison",4600,4.1,1820,2.53,1945,5,1950
"28",1950,"F-82",174,"Turbojet",2,"FighterAttack",1,25591,580,2240,38900,3200,NA,NA,NA,NA,NA,NA,NA,1946,4,1950
"29",1950,"F-84",571,"Turbojet",1,"FighterAttack",1,23340,622,1485,43240,3765,0.31,"J35-A-29","Allison",7400,5,2930,2.53,1947,3,1950
"30",1950,"F-86",403,"Turbojet",1,"FighterAttack",1,18152,685,1525,49000,9000,0.42,"J47-GE-27","GE",6970,5.35,2554,2.73,1949,1,1950
"31",1950,"F-89",0,"Turbojet",2,"FighterAttack",1,42241,627,1600,45000,7440,0.29,"J35-A-35","Allison",7400,5,2930,2.53,1950,0,1951
"32",1950,"F-94",7,"Turbojet",1,"FighterAttack",1,24184,630,930,42750,7980,0.48,"J48-P-5","PW",7250,4.9,2080,3.49,1949,1,1950
"33",1950,"H-5",77,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,5,1950
"34",1950,"H/HH/UH-19",1,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,0,1950
"35",1950,"H/UH-13",9,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,4,1950
"36",1950,"KB-29",84,"Radial",4,"Tanker",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,2,1950
"37",1950,"RB-17",13,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,12,1950
"38",1950,"RB-25",3,"Radial",2,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,9,1950
"39",1950,"RB-26",22,"Radial",2,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,9,1950
"40",1950,"RB-29",134,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,6,1950
"41",1950,"RB-36",2,"Turbojet",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,1,1950
"42",1950,"RB-50",13,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,2,1950
"43",1950,"RC-45",12,"Turbojet",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,10,1950
"44",1950,"RC-47",5,"Turbojet",6,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,9,1950
"45",1950,"RC-54",2,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,8,1950
"46",1950,"RF-51",15,"Radial",1,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,8,1950
"47",1950,"RF-80",49,"Turbojet",1,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,5,1950
"48",1950,"T-11",403,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,13,1950
"49",1950,"T-28",4,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,0,1950
"50",1950,"T-29",9,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,0,1950
"51",1950,"T-33",135,"Turbojet",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,2,1950
"52",1950,"T-6",1802,"Turboprop",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,14,1950
"53",1950,"T-7",220,"Turboprop",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,13,1950
"54",1950,"TB-17",37,"Radial",4,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,12,1950
"55",1950,"TB-25",684,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,9,1950
"56",1950,"TB-26",218,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,8,1950
"57",1950,"TB-29",10,"Radial",4,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,8,1950
"58",1950,"TC-46",285,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,10,1950
"59",1950,"TC-47",65,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,9,1950
"60",1950,"TF-47",18,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,9,1950
"61",1950,"TF-51",151,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,10,1950
"62",1950,"TF-80",69,"Turbojet",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,5,1950
"63",1950,"TH-5",1,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,5,1950
"64",1950,"TRF-51",6,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,8,1950
"65",1950,"VB-17",33,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,12,1950
"66",1950,"VB-25",55,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,9,1950
"67",1950,"VB-26",17,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,9,1950
"68",1951,"B-17",32,"Radial",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,13,1950
"69",1951,"B-25",12,"Radial",2,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,10,1950
"70",1951,"B-26",442,"Radial",2,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,10,1950
"71",1951,"B-29",518,"Radial",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,7,1950
"72",1951,"B-36",47,"Mixed",NA,"Recon",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,2,1950
"73",1951,"B-45",60,"Turbojet",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,3,1950
"74",1951,"B-47",5,"Turbojet",6,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,0,1951
"75",1951,"B-50",205,"Radial",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,3,1950
"76",1951,"C-117",15,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,9,1950
"77",1951,"C-118",1,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,4,1950
"78",1951,"C-119",157,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,4,1950
"79",1951,"C-121",10,"Radial",4,"Recon, Transport",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1,1950
"80",1951,"C-122",8,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,0,1951
"81",1951,"C-124",50,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1,1950
"82",1951,"C-129",2,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,0,1951
"83",1951,"C-45",397,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,14,1950
"84",1951,"C-46",300,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,10,1950
"85",1951,"C-47",1349,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,9,1950
"86",1951,"C-53",2,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,9,1950
"87",1951,"C-54",357,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,9,1950
"88",1951,"C-64",0,"Radial",1,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,10,1950
"89",1951,"C-74",11,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,5,1950
"90",1951,"C-82",145,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,7,1950
"91",1951,"C-97",50,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,4,1950
"92",1951,"CB-17",1,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,13,1950
"93",1951,"CB-25",23,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,10,1950
"94",1951,"CB-26",1,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,10,1950
"95",1951,"F-24",1,"Radial",1,"FighterAttack",1,10700,255,1115,25530,1700,NA,NA,NA,NA,NA,NA,NA,1951,0,1951
"96",1951,"F-47",417,"Radial",1,"FighterAttack",1,17500,433,800,43000,3180,NA,NA,NA,NA,NA,NA,NA,1942,9,1950
"97",1951,"F-51",1133,"Radial",1,"FighterAttack",1,12100,NA,1650,41900,3200,NA,NA,NA,NA,NA,NA,NA,1942,9,1950
"98",1951,"F-80",601,"Turbojet",1,"FighterAttack",1,16856,580,1200,46800,4580,0.364,"J33-A-35","Allison",4600,4.1,1820,2.53,1945,6,1950
"99",1951,"F-82",66,"Turbojet",2,"FighterAttack",1,25591,580,2240,38900,3200,NA,NA,NA,NA,NA,NA,NA,1946,5,1950
"100",1951,"F-84",952,"Turbojet",1,"FighterAttack",1,23340,622,1485,43240,3765,0.31,"J35-A-29","Allison",7400,5,2930,2.53,1947,4,1950
"101",1951,"F-86",423,"Turbojet",1,"FighterAttack",1,18152,685,1525,49000,9000,0.42,"J47-GE-27","GE",6970,5.35,2554,2.73,1949,2,1950
"102",1951,"F-89",15,"Turbojet",2,"FighterAttack",1,42241,627,1600,45000,7440,0.29,"J35-A-35","Allison",7400,5,2930,2.53,1950,1,1951
"103",1951,"F-94",220,"Turbojet",1,"FighterAttack",1,24184,630,930,42750,7980,0.48,"J48-P-5","PW",7250,4.9,2080,3.49,1949,2,1950
"104",1951,"H-18",2,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,0,1951
"105",1951,"H-23",6,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,0,1951
"106",1951,"H-24",1,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,0,1951
"107",1951,"H-5",60,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,6,1950
"108",1951,"H/HH/UH-19",4,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1,1950
"109",1951,"H/UH-13",10,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,5,1950
"110",1951,"JD-1",1,"Radial",2,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,0,1951
"111",1951,"KB-29",171,"Radial",4,"Tanker",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,3,1950
"112",1951,"KC-97",1,NA,NA,"Tanker",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,0,1951
"113",1951,"RB-17",12,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,13,1950
"114",1951,"RB-25",3,"Radial",2,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,10,1950
"115",1951,"RB-26",51,"Radial",2,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,10,1950
"116",1951,"RB-29",44,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,7,1950
"117",1951,"RB-36",40,"Turbojet",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,2,1950
"118",1951,"RB-45",29,"Turbojet",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,0,1951
"119",1951,"RB-50",27,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,3,1950
"120",1951,"RC-45",8,"Turbojet",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,11,1950
"121",1951,"RC-47",5,"Turbojet",6,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,10,1950
"122",1951,"RC-54",0,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,9,1950
"123",1951,"RF-51",55,"Radial",1,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,9,1950
"124",1951,"RF-80",75,"Turbojet",1,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,6,1950
"125",1951,"T-11",366,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,14,1950
"126",1951,"T-28",317,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1,1950
"127",1951,"T-29",25,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,1,1950
"128",1951,"T-33",238,"Turbojet",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,3,1950
"129",1951,"T-34",1,"Turboprop",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,0,1951
"130",1951,"T-35",3,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,0,1951
"131",1951,"T-6",1688,"Turboprop",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,15,1950
"132",1951,"T-7",184,"Turboprop",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,14,1950
"133",1951,"TB-17",30,"Radial",4,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,13,1950
"134",1951,"TB-25",711,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,10,1950
"135",1951,"TB-26",263,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,9,1950
"136",1951,"TB-29",93,"Radial",4,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,9,1950
"137",1951,"TB-50",10,"Radial",4,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,0,1951
"138",1951,"TC-46",33,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,11,1950
"139",1951,"TC-47",54,"Radial",2,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,10,1950
"140",1951,"TF-47",158,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,10,1950
"141",1951,"TF-51",125,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,11,1950
"142",1951,"TF-80",64,"Turbojet",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,6,1950
"143",1951,"TH-5",1,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,6,1950
"144",1951,"TRF-51",7,"Radial",1,"Trainer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,9,1950
"145",1951,"VB-17",37,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,13,1950
"146",1951,"VB-25",34,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,10,1950
"147",1951,"VB-26",4,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,10,1950
"148",1951,"WB-29",81,"Radial",4,"Recon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,0,1951
"149",1952,"B-17",29,"Radial",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,14,1950
"150",1952,"B-25",8,"Radial",2,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,11,1950
"151",1952,"B-26",433,"Radial",2,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,11,1950
"152",1952,"B-29",680,"Radial",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,8,1950
"153",1952,"B-36",91,"Mixed",NA,"Recon",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,3,1950
"154",1952,"B-45",64,"Turbojet",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,4,1950
"155",1952,"B-47",72,"Turbojet",6,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1,1951
"156",1952,"B-50",245,"Radial",4,"Bomber",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,4,1950
"157",1952,"C-117",15,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,10,1950
"158",1952,"C-118",1,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,5,1950
"159",1952,"C-119",274,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,5,1950
"160",1952,"C-121",10,"Radial",4,"Recon, Transport",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,2,1950
"161",1952,"C-122",10,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1,1951
"162",1952,"C-124",122,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,2,1950
"163",1952,"C-125",1,"Radial",3,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952,0,1952
"164",1952,"C-129",0,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1,1951
"165",1952,"C-45",416,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,15,1950
"166",1952,"C-46",267,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,11,1950
"167",1952,"C-47",1309,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,10,1950
"168",1952,"C-53",2,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,10,1950
"169",1952,"C-54",339,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,10,1950
"170",1952,"C-64",0,"Radial",1,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,11,1950
"171",1952,"C-74",11,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946,6,1950
"172",1952,"C-82",126,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,8,1950
"173",1952,"C-97",62,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1947,5,1950
"174",1952,"CB-17",0,"Radial",4,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,14,1950
"175",1952,"CB-25",22,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,11,1950
"176",1952,"CB-26",0,"Radial",2,"Transport",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941,11,1950
"177",1952,"F-24",0,"Radial",1,"FighterAttack",1,10700,255,1115,25530,1700,NA,NA,NA,NA,NA,NA,NA,1951,1,1951
"178",1952,"F-47",283,"Radial",1,"FighterAttack",1,17500,433,800,43000,3180,NA,NA,NA,NA,NA,NA,NA,1942,10,1950
"179",1952,"F-51",1109,"Radial",1,"FighterAttack",1,12100,NA,1650,41900,3200,NA,NA,NA,NA,NA,NA,NA,1942,10,1950
"180",1952,"F-80",593,"Turbojet",1,"FighterAttack",1,16856,580,1200,46800,4580,0.364,"J33-A-35","Allison",4600,4.1,1820,2.53,1945,7,1950
"181",1952,"F-82",15,"Turbojet",2,"FighterAttack",1,25591,580,2240,38900,3200,NA,NA,NA,NA,NA,NA,NA,1946,6,1950
"182",1952,"F-84",1210,"Turbojet",1,"FighterAttack",1,23340,622,1485,43240,3765,0.31,"J35-A-29","Allison",7400,5,2930,2.53,1947,5,1950
"183",1952,"F-86",630,"Turbojet",1,"FighterAttack",1,18152,685,1525,49000,9000,0.42,"J47-GE-27","GE",6970,5.35,2554,2.73,1949,3,1950
"184",1952,"F-89",66,"Turbojet",2,"FighterAttack",1,42241,627,1600,45000,7440,0.29,"J35-A-35","Allison",7400,5,2930,2.53,1950,2,1951
"185",1952,"F-94",387,"Turbojet",1,"FighterAttack",1,24184,630,930,42750,7980,0.48,"J48-P-5","PW",7250,4.9,2080,3.49,1949,3,1950
"186",1952,"H-12",5,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952,0,1952
"187",1952,"H-18",2,"Radial",1,"Helicopter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,1,1951
